gen0,9.91,0.64,750.734,0.625054,0,0,0,25.55
gen1,10.48,0.33,1001.87,0.615105,0,0,0,-11.5075
gen2,9.6,0.5,863.668,0.632196,0,0,0,54.305
gen3,27.52,2.03,9425.31,0.344211,44.7481,22.5448,37.5446,-24.4675
gen4,9.61,0.53,912.369,0.632479,0,0,0,31.22
gen5,9.65,0.69,701.201,0.630025,0,0,0,51.065
gen6,10.15,0.42,819.332,0.620382,0,0,0,0.845009
gen7,10.06,0.48,920.544,0.623239,0,0,0,17.6525
gen8,9.47,0.44,850.243,0.634642,0,0,0,46.61
gen9,9.95,0.52,742.271,0.623957,0,0,0,31.4225
gen10,9.65,0.54,871.504,0.631308,0,0,0,43.37
gen11,21.24,1.12,8981.73,0.467523,39.0438,38.0478,62.4339,-70.03
gen12,9.47,0.7,898.861,0.635513,0,0,0,56.5325
gen13,10.16,0.52,971.172,0.62171,0.041876,0.020938,0.0212721,29.6
gen14,10.15,0.54,831.758,0.620694,0,0,0,15.425
gen15,10.13,0.65,681.032,0.619931,0,0,0,10.16
gen16,20.25,4.24,10791.8,0.509321,72.619,72.123,81.6975,18.26
gen17,11.52,0.59,1279.28,0.596702,1.21867,1.1037,2.09448,0.237495
gen18,23.66,1.78,9315.19,0.421983,62.6788,61.6385,79.3303,-60.9175
gen19,10.47,0.54,665.671,0.612635,0.0841574,0.0841574,0.0857633,16.235
gen20,10.31,0.54,846.279,0.617542,0.0209776,0.0209776,0.0214592,21.905
gen21,20.92,1.66,9344.62,0.478253,56.6225,55.7395,77.0721,-63.145
gen22,21.1,4.46,9436.48,0.480054,84.1814,83.0752,89.4676,9.1475
gen23,9.9,0.65,813.954,0.625845,0,0,0,48.8375
gen24,9.59,0.6,869.736,0.632622,0,0,0,39.725
gen25,10.11,0.51,868.418,0.621794,0,0,0,10.3625
gen26,10.88,0.43,823.947,0.605466,0,0,0,17.45
gen27,9.67,0.6,787.806,0.630244,0,0,0,45.395
gen28,14.49,0.54,3760.76,0.558029,6.8403,6.41099,10.2897,-36.01
gen29,10.19,0.62,1116.68,0.622571,0,0,0,38.105
gen30,9.37,0.54,890.222,0.63722,0,0,0,41.345
gen31,9.99,0.58,898.803,0.624646,0.0207383,0.0207383,0.0210881,39.725
gen32,9.69,0.52,674.67,0.628682,0,0,0,-3.8125
gen33,11.17,0.42,822.619,0.599488,0,0,0,-24.265
gen34,10.01,0.41,899.931,0.623962,0,0,0,43.37
gen35,9.85,0.48,943.784,0.627756,0,0,0,41.5475
gen36,10.79,0.57,709.699,0.606517,0,0,0,-20.8225
gen37,9.98,0.65,735.85,0.623501,0,0,0,33.245
gen38,10.87,0.36,570.701,0.603275,0,0,0,-43.0975
gen39,9.97,0.41,868.335,0.624498,0,0,0,32.6375
gen40,11.38,0.56,1334.51,0.600021,0,0,0,-26.8975
gen41,10.04,0.62,1396.12,0.628163,0,0,0,29.6
gen42,10.02,0.78,951.83,0.624841,0,0,0,18.26
gen43,10,0.52,923.447,0.624562,0.0415541,0.0415541,0.0421763,30.6125
gen44,9.83,0.59,954.101,0.628442,0,0,0,36.6875
gen45,9.99,0.54,730.369,0.623063,0,0,0,-21.43
gen46,9.42,0.52,952.543,0.636722,0,0,0,59.57
gen47,9.8,0.33,1120.51,0.630122,0,0,0,30.815
gen48,9.81,0.65,846.501,0.627984,0,0,0,16.0325
gen49,13.49,0.74,7995.52,0.616988,4.93642,4.28821,9.01009,-25.48
gen50,10.07,0.59,822.4,0.622334,0,0,0,43.5725
gen51,13.48,0.77,3583.85,0.577538,4.44201,4.05813,8.89474,8.7425
gen52,19.45,3.06,10463,0.520805,44.2775,43.6338,65.4905,-7.0525
gen53,9.14,0.64,894.307,0.642141,0.061187,0.061187,0.0626697,86.0975
gen54,10.31,0.64,1023.47,0.619304,0,0,0,16.8425
gen55,14.06,0.71,8328.04,0.608238,5.47904,5,14.0638,-10.495
gen56,21.65,1.9,5229.19,0.42664,43.6929,42.4132,62.261,-76.3075
gen57,11.36,0.66,2220.61,0.608573,1.53677,1.18551,2.7033,-7.255
gen58,10.64,0.46,1243.53,0.614215,0.474138,0.409483,1.34753,10.3625
gen59,9.84,0.48,949.353,0.628011,0,0,0,25.7525
gen60,10.3,0.69,1580.81,0.624608,0.5251,0.441084,1.19327,17.6525
gen61,27.36,1.46,8950.21,0.342267,60.6504,58.8618,72.686,-61.12
gen62,9.76,0.65,994.11,0.630338,0.226617,0.206016,0.462379,52.28
gen63,14.78,0.93,5660.31,0.569826,3.56059,3.25697,7.77867,35.27
gen64,11.29,0.61,2618.52,0.613506,1.25532,1.07599,3.32062,33.245
gen65,17.52,1.51,7973.08,0.535403,10.9375,10.4688,23.2198,-4.015
gen66,9.78,0.45,1728.75,0.636206,0.271512,0.250627,0.722175,38.7125
gen67,23.72,1.15,15297.1,0.473539,18.5696,18.1102,36.8791,14.8175
gen68,10.95,0.78,780.42,0.604221,0.194007,0.150895,0.352889,56.5325
gen69,23.1,2.04,9187.08,0.43275,34.8371,34.0852,54.2745,-50.185
gen70,10.39,0.6,743.26,0.615074,0.27957,0.258065,0.812294,18.26
gen71,15.15,0.54,6196.14,0.566409,4.89469,4.44972,12.3039,-26.4925
gen72,14.51,0.48,5158.51,0.570098,2.44632,2.1745,5.98675,-1.7875
gen73,12.59,0.8,4366.13,0.602885,1.91515,1.64848,4.77684,42.155
gen74,10.09,0.59,1980.59,0.632347,0.145439,0.145439,0.42203,22.1075
gen75,16.98,0.4,6450.39,0.530925,4.4817,4.17379,10.3403,-36.2125
gen76,16.24,0.81,13382.8,0.60918,8.78788,7.99242,19.8264,-24.0625
gen77,11.6,0.58,1158.31,0.593956,0.583876,0.494049,1.67535,-8.26749
gen78,11.96,0.62,8742.22,0.654893,2.27927,2.08733,6.91985,25.955
gen79,10.08,0.56,934.32,0.623086,0.084317,0.084317,0.257621,72.3275
gen80,19.15,1.38,8998.65,0.51098,16.8277,16.5735,32.6623,-27.1
gen81,10.74,0.53,1529.87,0.614857,0.67056,0.497512,1.87855,3.8825
gen82,20.45,2.46,7469.58,0.472352,69.5181,67.8313,81.5177,-47.1475
gen83,11.67,0.53,1751.24,0.597773,0.740056,0.693802,2.14434,11.375
gen84,22.29,1.79,8322.08,0.441164,56.3415,55.122,73.5003,-69.8275
gen85,14.63,1.2,6061.86,0.576967,8.87536,8.23454,18.4835,-16.57
gen86,19.05,1.93,6428.14,0.490814,33.4424,32.4607,54.9113,-59.7025
gen87,9.71,0.77,1101.5,0.63253,0.142566,0.0407332,0.0837872,22.31
gen88,20.7,4.12,8984.62,0.483626,59.3087,58.0518,73.8162,-20.0125
gen89,10.34,0.45,832.647,0.616654,0,0,0,4.08501
gen90,16.22,1.71,13081.2,0.608376,16.365,15.7489,31.1434,10.3625
gen91,12.26,0.6,3074.21,0.597694,2.47402,2.22662,6.56174,24.9425
gen92,10.52,0.35,1123.73,0.615415,0.347072,0.238612,0.41795,4.085
gen93,9.71,0.82,2167.11,0.642204,0.0801925,0.0601443,0.144241,56.735
gen94,13.52,1.12,6726.36,0.605583,6.45523,6.20264,15.2644,15.83
gen95,12.94,0.81,4971.81,0.601173,5.80717,5.1681,13.3943,9.55251
gen96,10.33,0.38,1122.96,0.619355,0.105152,0.084122,0.34137,5.5025
gen97,20.16,1.62,10291.4,0.502297,34.5095,33.5628,54.811,-63.145
gen98,10.55,0.62,759.19,0.611969,0.210659,0.126396,0.298762,7.5275
gen99,18.27,2.24,7180.05,0.514097,31.0384,30.0057,50.7548,-42.2875
gen100,11.28,0.88,2591.61,0.613919,3.06261,2.72232,7.04914,44.7875
gen101,15.55,0.87,8539.2,0.579841,8.7296,8.48119,19.9937,1.655
gen102,10.56,0.6,1331.61,0.616882,0.586701,0.521512,1.34095,23.93
gen103,11.33,0.77,3502.81,0.620911,3.55658,3.0485,7.64231,49.2425
gen104,10.52,0.66,3784.96,0.639883,2.67499,2.45207,6.67545,41.5475
gen105,14.22,0.85,11902.9,0.637363,8.25444,7.92899,19.6017,-6.44499
gen106,10.72,0.51,2123.4,0.620576,1.20563,1.02701,2.6936,34.6625
gen107,14.41,1.35,7525.08,0.594899,9.57719,9.22486,20.7241,28.9925
gen108,12.32,0.76,6444.65,0.627063,4.07362,3.7546,9.65615,12.3875
gen109,11.65,0.51,2084.91,0.601153,2.03562,1.82743,4.15704,15.425
gen110,15.82,1.33,9847.17,0.586841,15.3143,14.8571,30.4033,-9.28
gen111,11.8,0.76,3561.42,0.611781,2.82139,2.63936,5.48438,20.4875
gen112,17.66,2.84,9298.01,0.546672,31.6286,31.0824,50.9619,-4.42
gen113,11.86,0.69,3436.18,0.609306,2.32926,1.99005,5.17473,-19.6075
gen114,18.04,3.3,7917.5,0.527219,41.0366,40.4268,60.1452,-26.29
gen115,11.87,0.89,1921.32,0.595801,2.50177,2.12414,5.56461,24.74
gen116,14.65,0.99,11027.3,0.620896,9.42219,8.96257,19.8887,-12.3175
gen117,10.33,0.76,5891.35,0.662904,2.65934,2.3956,6.12245,61.3925
gen118,12.92,1.37,5342.73,0.605855,7.50138,7.00496,14.2894,11.78
