gen0,9.886,0.539,871.031,0.626461,0,0,0,245.172
gen1,10.012,0.56,806.451,0.62333,0,0,0,154.453
gen2,10.143,0.537,834.722,0.620859,0,0,0,214.797
gen3,10.056,0.539,837.594,0.622673,0,0,0,232.01
gen4,10.097,0.526,852.149,0.621941,0,0,0,216.418
gen5,9.973,0.523,813.11,0.624128,0,0,0,239.503
gen6,10.049,0.527,868.532,0.623075,0,0,0,221.885
gen7,10.075,0.535,948.075,0.623271,0,0,0,236.667
gen8,9.775,0.563,891.854,0.628965,0,0,0,326.375
gen9,10.286,0.467,835.815,0.617819,0,0,0,70.6176
gen10,9.906,0.545,831.08,0.625701,0,0,0,294.38
gen11,10.045,0.582,817.654,0.62279,0,0,0,232.618
gen12,10.118,0.491,817.018,0.621136,0,0,0,197.18
gen13,10.195,0.491,905.69,0.620354,0,0,0,275.75
gen14,10.018,0.542,879.478,0.623834,0,0,0,241.932
gen15,10.035,0.502,916.261,0.62375,0,0,0,292.355
gen16,10.24,0.518,849.792,0.618973,0,0,0,267.043
gen17,9.854,0.583,913.452,0.627572,0,0,0,315.238
gen18,10.479,0.47,842.481,0.613925,0,0,0,111.523
gen19,9.9,0.564,897.66,0.626455,0,0,0,365.458
gen20,9.938,0.524,875.299,0.625407,0,0,0,357.155
gen21,10.079,0.557,836.518,0.622221,0,0,0,243.755
gen22,10.248,0.491,812.38,0.618427,0,0,0,171.058
gen23,9.993,0.539,848.535,0.624063,0,0,0,264.41
gen24,10.06,0.502,876.482,0.622879,0,0,0,199.812
gen25,10.211,0.5,858.352,0.619615,0,0,0,141.29
gen26,9.993,0.471,896.33,0.62438,0,0,0,189.08
gen27,9.801,0.53,838.235,0.627894,0,0,0,216.418
gen28,10.298,0.457,875.379,0.617912,0,0,0,123.672
gen29,20.629,0.816,5140.16,0.444975,7.71652,5.16581,10.0157,26.4725
gen30,21.111,0.78,6068.56,0.443384,7.80412,5.27758,10.6705,28.2949
gen31,27.42,2.074,7634.08,0.330215,49.0397,17.3324,10.1082,-113.252
gen32,26.998,3.356,6459.2,0.330434,87.6166,7.95101,2.39172,126.102
gen33,27.935,3.091,6395.71,0.3102,86.6055,8.37597,2.51244,-45.82
gen34,26.833,3.582,6690.19,0.336274,86.488,8.11468,2.52635,160.122
gen35,27.408,3.068,6267.71,0.31982,87.2457,9.27708,2.8419,16.3475
gen36,9.99,0.514,945.41,0.624955,0,0,0,307.543
gen37,27.544,3.487,6501.12,0.319829,87.1,7.06038,2.02482,126.912
gen38,27.753,3.14,6561.1,0.315504,92.2415,0.361972,0.0988585,56.24
gen39,9.914,0.554,861.385,0.625825,0,0,0,254.488
gen40,10.119,0.578,807.891,0.621178,0,0,0,230.998
gen41,9.906,0.544,856.578,0.625929,0,0,0,247.198
gen42,10.222,0.512,866.053,0.619479,0,0,0,133.19
gen43,10.136,0.549,914.235,0.621738,0,0,0,263.195
gen44,12.012,0.68,3169.4,0.603771,3.1023,2.83171,7.42386,54.8225
gen45,10.035,0.575,837.511,0.623163,0.00207801,0,0,289.925
gen46,10.201,0.545,762.671,0.619034,0,0,0,109.7
gen47,10.043,0.568,792.034,0.622578,0,0,0,209.735
gen48,10.163,0.572,902.446,0.621116,0.0415446,0.0166179,0.0339544,259.348
gen49,12.542,0.774,3909.96,0.599721,4.60983,4.32755,10.1884,-29.4174
gen50,12.389,0.836,3742.04,0.601451,4.41735,4.08667,9.76754,110.915
gen51,11.846,0.714,3836.61,0.613237,3.10419,2.84116,7.72517,102.612
gen52,16.733,0.893,5718.35,0.530225,7.08738,6.7224,17.5169,-49.06
gen53,11.006,0.536,2127.25,0.614787,1.26079,1.05871,2.92908,-4.91498
gen54,14.117,0.76,5795.52,0.58436,4.54812,4.22325,11.8958,-98.6725
gen55,11.175,0.751,3579.83,0.624752,2.6342,2.40751,6.85907,367.888
gen56,11.748,0.918,4807.11,0.624322,3.94438,3.66113,10.3727,348.448
gen57,10.279,0.523,854.973,0.618228,0,0,0,110.51
gen58,10.902,0.763,2977.43,0.624951,2.28344,2.00996,5.27973,311.593
gen59,9.991,0.577,1035.61,0.625851,0.14294,0.0952933,0.270642,250.843
gen60,16.896,1.455,11284.2,0.577911,17.2894,16.8782,38.921,107.473
gen61,10.225,0.576,1482.95,0.625076,0.493064,0.342637,1.11764,173.488
gen62,20.96,1.981,11601.1,0.498275,37.8126,37.1467,63.2677,-89.56
gen63,10.977,0.669,3616.93,0.629011,1.78666,1.58863,5.5206,283.445
gen64,11.658,0.868,4798.39,0.626007,3.50321,3.21186,10.2443,365.255
gen65,10.534,0.742,3475.96,0.636951,1.83324,1.61325,5.67927,501.537
gen66,10.879,0.596,3042.41,0.625729,1.56411,1.36201,4.63862,152.022
gen67,12.429,1.034,8968.7,0.648001,5.15687,4.87303,16.6498,280.205
gen68,10.717,0.713,3521.26,0.633557,1.69051,1.48895,5.28267,404.135
gen69,10.79,0.656,3171.35,0.628815,1.72018,1.4927,5.07482,293.57
gen70,10.684,0.685,3864.18,0.637273,2.06273,1.81992,6.34326,392.188
gen71,10.394,0.69,2935.07,0.634868,1.50334,1.3197,4.93132,404.945
gen72,10.626,0.764,3950.57,0.639372,1.8492,1.61832,5.93323,407.375
gen73,11.534,0.942,5888.41,0.638484,3.54865,3.29174,12.4119,471.162
gen74,11.23,0.783,4026.99,0.627702,2.66455,2.4274,8.09869,283.04
gen75,11.784,0.964,5795.46,0.632556,4.08411,3.7964,13.4311,442.812
gen76,10.958,0.762,4772.26,0.639954,2.4463,2.17251,7.73007,291.343
gen77,11.489,0.86,4616.39,0.627822,2.84174,2.61102,9.34286,396.642
gen78,10.886,0.879,4686.78,0.640856,2.5978,2.39328,7.95885,477.237
gen79,10.351,0.646,2167.9,0.628772,0.868226,0.746332,2.58684,304.91
