gens,average_placement,hands_won,mean_money,fitness
gen605,3.012000,12229,1462.442742,1.200000
gen606,2.999000,11529,1499.789202,1.200000
gen607,2.861000,11244,1555.663945,1.200000
gen608,3.006000,11832,1479.311234,1.200000
gen609,2.855000,12455,1494.703303,1.200000
gen610,2.909000,11181,1520.543505,1.200000
gen611,2.910000,11916,1438.761613,1.200000
gen612,2.874000,11749,1516.879288,1.200000
gen613,2.882000,11331,1534.150063,1.200000
gen614,2.847000,11737,1500.982140,1.200000
gen615,2.932000,12256,1485.917431,1.200000
gen616,2.828000,9475,1605.278584,1.200000
gen617,2.919000,12266,1506.407084,1.200000
gen618,2.869000,11247,1510.806414,1.200000
gen619,2.867000,11537,1527.077749,1.200000
gen620,2.991000,12791,1449.303030,1.200000
gen621,2.881000,12068,1496.245844,1.200000
gen622,2.911000,12389,1439.400834,1.200000
gen623,2.895000,10938,1488.854257,1.200000
gen624,2.832000,12110,1487.370561,1.200000
gen625,3.073000,10926,1489.904742,1.200000
gen626,2.805000,13106,1477.002744,1.200000
gen627,2.984000,11875,1455.379173,1.200000
gen628,2.873000,12990,1465.716166,1.200000
gen629,2.899000,13199,1445.933180,1.200000
gen630,2.965000,11862,1490.180879,1.200000
gen631,2.797000,10795,1554.034029,1.200000
gen632,2.850000,10668,1518.684818,1.200000
gen633,2.917000,11320,1455.023478,1.200000
gen634,2.910000,12103,1491.120842,1.200000
gen635,2.830000,11583,1561.732501,1.200000
gen636,2.799000,11612,1490.141078,1.200000
gen637,2.879000,12986,1473.642145,1.200000
gen638,2.801000,11038,1534.584879,1.200000
gen639,2.990000,11510,1432.761933,1.200000
gen640,2.888000,11900,1517.634533,1.200000
gen641,2.849000,11268,1504.443294,1.200000
gen642,2.951000,12184,1446.700811,1.200000
gen643,2.829000,11509,1468.819871,1.200000
gen644,3.051000,11315,1497.070474,1.200000
gen645,2.872000,12162,1487.088937,1.200000
gen646,2.792000,11190,1497.754936,1.200000
gen647,2.812000,11406,1516.694613,1.200000
gen648,2.877000,11728,1509.380348,1.200000
gen649,3.000000,11927,1415.380819,1.200000
gen650,2.894000,10391,1527.598184,1.200000
gen651,2.818000,12607,1481.866763,1.200000
gen652,2.800000,9767,1587.149727,1.200000
gen653,2.997000,11257,1453.584061,1.200000
gen654,3.053000,11642,1470.909469,1.200000
gen655,2.945000,12121,1440.482230,1.200000
gen656,2.866000,12766,1466.095466,1.200000
gen657,2.805000,12802,1453.867098,1.200000
gen658,2.768000,11196,1518.522284,1.200000
gen659,2.867000,11582,1429.967829,1.200000
gen660,2.882000,10813,1525.543838,1.200000
gen661,2.778000,11255,1521.730434,1.200000
gen662,2.866000,11529,1475.140297,1.200000
gen663,2.824000,12262,1465.080138,1.200000
gen664,2.955000,11265,1493.696034,1.200000
gen665,2.839000,11898,1512.201867,1.200000
gen666,2.936000,11110,1473.148511,1.200000
gen667,2.983000,11807,1445.502758,1.200000
gen668,2.851000,11583,1506.865254,1.200000
gen669,2.939000,11745,1483.468993,1.200000
gen670,2.912000,11942,1475.644702,1.200000
gen671,2.955000,12414,1474.415617,1.200000
gen672,2.906000,12365,1464.017174,1.200000
gen673,3.118000,11541,1486.175688,1.200000
gen674,3.085000,11736,1488.442446,1.200000
gen675,3.035000,12193,1457.643351,1.200000
gen676,2.909000,11569,1518.838861,1.200000
gen677,2.836000,12449,1486.775537,1.200000
gen678,2.797000,11978,1505.543745,1.200000
gen679,2.995000,12026,1488.852277,1.200000
gen680,2.927000,11858,1448.036168,1.200000
gen681,3.051000,12667,1406.172115,1.200000
gen682,2.928000,12684,1473.452984,1.200000
gen683,3.027000,11552,1511.949604,1.200000
gen684,2.849000,12335,1523.005206,1.200000
gen685,3.057000,12220,1451.102832,1.200000
gen686,2.953000,12136,1454.321091,1.200000
gen687,3.068000,12459,1465.586108,1.200000
gen688,3.004000,12405,1430.402103,1.200000
gen689,3.007000,12650,1461.050874,1.200000
gen690,2.870000,11815,1517.827327,1.200000
gen691,3.013000,11671,1479.052965,1.200000
gen692,2.978000,12494,1447.456948,1.200000
gen693,2.963000,12365,1444.503779,1.200000
gen694,2.820000,12323,1455.969511,1.200000
gen695,2.888000,12786,1460.939455,1.200000
gen696,2.868000,11974,1484.172648,1.200000
gen697,2.971000,11011,1528.684894,1.200000
gen698,2.790000,11917,1521.730627,1.200000
gen699,2.952000,11747,1487.531532,1.200000
gen700,2.922000,11002,1441.575152,1.200000
gen701,2.921000,10987,1488.521495,1.200000
gen702,2.767000,11697,1518.945656,1.200000
gen703,2.920000,12091,1491.849351,1.200000
gen704,2.933000,11854,1470.888018,1.200000
gen705,2.970000,12279,1438.084086,1.200000
gen706,3.123000,11509,1413.137091,1.200000
gen707,2.906000,11795,1475.333034,1.200000
gen708,2.923000,12054,1458.790388,1.200000
gen709,3.075000,11584,1484.309006,1.200000
gen710,2.856000,12920,1452.503338,1.200000
gen711,3.035000,11740,1461.150242,1.200000
gen712,2.901000,12334,1460.690180,1.200000
gen713,2.964000,12344,1467.263003,1.200000
gen714,3.023000,12069,1461.432464,1.200000
gen715,2.788000,12600,1476.796308,1.200000
gen716,3.044000,11933,1453.169836,1.200000
gen717,2.985000,13718,1399.535540,1.200000
gen718,3.014000,12404,1435.611500,1.200000
gen719,3.051000,12511,1423.625142,1.200000
gen720,3.027000,12887,1466.814841,1.200000
gen721,2.975000,12598,1428.471355,1.200000
gen722,2.979000,12896,1447.997342,1.200000
gen723,2.794000,12567,1448.147869,1.200000
gen724,2.917000,13044,1427.502729,1.200000
gen725,2.977000,13167,1353.917416,1.200000
gen726,3.084000,12343,1405.107758,1.200000
gen727,2.916000,12473,1456.748788,1.200000
gen728,2.949000,12639,1437.144122,1.200000
gen729,2.846000,12219,1463.872010,1.200000
gen730,2.954000,12904,1411.606163,1.200000
gen731,3.029000,12133,1429.384821,1.200000
gen732,2.967000,12018,1449.597365,1.200000
gen733,3.011000,11853,1471.394054,1.200000
gen734,2.938000,12285,1430.792359,1.200000
gen735,3.023000,12326,1463.868799,1.200000
gen736,2.920000,13389,1402.775259,1.200000
gen737,3.102000,12693,1439.913529,1.200000
gen738,3.014000,12083,1431.653672,1.200000
gen739,2.919000,12524,1478.163611,1.200000
gen740,3.082000,12597,1436.847372,1.200000
gen741,2.932000,12934,1471.573597,1.200000
gen742,3.145000,12400,1394.715891,1.200000
gen743,2.958000,12619,1469.913253,1.200000
gen744,2.973000,12132,1473.784175,1.200000
gen745,2.987000,12721,1439.809488,1.200000
gen746,2.977000,12435,1490.185449,1.200000
gen747,3.076000,11766,1479.230314,1.200000
gen748,3.007000,12529,1428.135674,1.200000
gen749,3.010000,12177,1450.883334,1.200000
gen750,2.883000,11645,1440.791378,1.200000
gen751,2.834000,11658,1507.431307,1.200000
gen752,2.910000,12261,1446.250990,1.200000
gen753,2.757000,12067,1529.322500,1.200000
gen754,3.000000,13018,1476.505244,1.200000
gen755,3.103000,11836,1488.339551,1.200000
gen756,3.026000,12141,1461.330635,1.200000
gen757,3.017000,12158,1462.561570,1.200000
gen758,3.053000,12582,1429.326488,1.200000
gen759,2.949000,12330,1449.178614,1.200000
gen760,3.020000,12083,1429.604974,1.200000
gen761,2.913000,11886,1456.572800,1.200000
gen762,3.006000,12218,1475.523195,1.200000
gen763,3.031000,12256,1440.997780,1.200000
gen764,3.056000,11445,1458.915062,1.200000
gen765,2.970000,12050,1488.543306,1.200000
gen766,3.022000,11676,1472.096474,1.200000
gen767,3.048000,12031,1401.871519,1.200000
gen768,3.087000,12302,1446.267302,1.200000
gen769,3.028000,12776,1421.436189,1.200000
gen770,3.057000,12509,1419.818391,1.200000
gen771,3.220000,12432,1396.850947,2.800000
gen772,2.985000,12741,1406.442581,1.200000
gen773,2.990000,12353,1449.295481,1.200000
gen774,3.397000,12170,1372.244906,2.800000
gen775,3.232000,12580,1441.567137,2.800000
gen776,3.149000,12797,1410.641007,1.200000
gen777,3.297000,11980,1433.465343,2.800000
gen778,3.202000,12860,1401.371647,2.800000
gen779,3.092000,12687,1444.428622,1.200000
gen780,3.209000,12279,1460.002709,2.800000
gen781,3.243000,12488,1375.766552,2.800000
gen782,3.040000,12377,1394.051115,1.200000
gen783,3.146000,12411,1453.253690,2.000000
gen784,3.088000,12107,1395.820275,1.200000
gen785,3.365000,11998,1401.470551,2.800000
gen786,3.094000,12636,1417.035681,1.200000
gen787,3.156000,12610,1426.385715,2.000000
gen788,3.153000,12745,1395.905771,2.000000
gen789,3.222000,12093,1422.972179,2.800000
gen790,2.987000,12086,1451.938113,1.200000
gen791,3.196000,11939,1384.761451,2.800000
gen792,3.083000,11658,1445.568257,1.200000
gen793,3.252000,12009,1404.588012,2.800000
gen794,3.168000,11697,1419.681732,2.800000
gen795,3.244000,12096,1378.163768,2.800000
gen796,3.219000,12160,1434.006641,2.800000
gen797,3.184000,12350,1404.468825,2.800000
gen798,3.226000,11526,1425.970989,2.800000
gen799,3.160000,12076,1424.521406,1.200000
gen800,3.117000,12167,1432.614232,1.200000
gen801,3.215000,12211,1371.254890,2.800000
gen802,3.083000,12829,1434.656002,1.200000
gen803,3.141000,11137,1489.080284,2.000000
gen804,3.059000,11701,1452.055920,1.200000
gen805,3.336000,11752,1333.743690,2.800000
gen806,3.109000,12328,1481.165194,1.200000
gen807,3.082000,12017,1424.198315,1.200000
gen808,3.011000,12377,1451.728660,1.200000
gen809,3.240000,11528,1397.105581,2.800000
gen810,2.980000,11831,1493.688027,1.200000
gen811,2.957000,11702,1481.879358,1.200000
gen812,3.086000,11025,1452.349458,1.200000
gen813,3.019000,11681,1504.242441,1.200000
gen814,3.149000,11825,1405.246495,2.000000
gen815,3.082000,11529,1445.298987,1.200000
gen816,3.183000,10886,1422.117985,2.000000
gen817,3.144000,11799,1483.713405,1.200000
gen818,3.165000,12321,1452.682718,2.000000
gen819,3.201000,10901,1484.426437,2.800000
gen820,3.049000,11898,1449.752781,1.200000
gen821,3.254000,10856,1421.200975,2.800000
gen822,2.933000,11809,1463.571362,1.200000
gen823,3.069000,11623,1427.686586,1.200000
gen824,3.041000,12053,1456.407117,1.200000
gen825,3.081000,11610,1401.424851,1.200000
gen826,3.095000,11088,1474.182019,1.200000
gen827,3.067000,11826,1484.740614,1.200000
gen828,3.020000,11828,1461.088657,1.200000
gen829,3.301000,10909,1450.915421,2.800000
gen830,3.150000,11795,1465.481746,1.200000
gen831,3.196000,12088,1457.113736,2.800000
gen832,3.227000,11574,1436.318736,2.800000
gen833,3.065000,11533,1471.344923,1.200000
gen834,3.040000,11751,1432.980033,1.200000
gen835,3.137000,12164,1403.071522,1.200000
gen836,3.071000,12382,1404.608452,1.200000
gen837,3.114000,11762,1448.145427,1.200000
gen838,3.126000,12051,1396.163521,1.200000
gen839,3.338000,12050,1398.330229,2.800000
gen840,3.034000,11042,1476.899973,1.200000
gen841,3.123000,12056,1443.238807,1.200000
gen842,3.029000,11924,1440.299859,1.200000
gen843,2.998000,12141,1464.502862,1.200000
gen844,3.128000,12502,1424.395873,1.200000
gen845,3.178000,12300,1450.419602,2.000000
gen846,3.162000,11881,1431.116847,2.000000
gen847,3.142000,11481,1433.386140,2.000000
gen848,3.223000,12021,1471.614012,2.800000
gen849,3.107000,11787,1443.251247,1.200000
gen850,3.076000,11784,1414.818093,1.200000
gen851,3.151000,12222,1443.247532,2.000000
gen852,3.178000,10596,1480.654965,2.800000
gen853,2.963000,12411,1469.761746,1.200000
gen854,3.000000,12236,1444.556833,1.200000
gen855,3.067000,12078,1442.258977,1.200000
gen856,3.118000,11488,1477.171002,1.200000
gen857,3.123000,11102,1482.028957,1.200000
gen858,3.094000,11625,1487.899663,1.200000
gen859,3.030000,12247,1477.599647,1.200000
gen860,3.188000,10573,1505.476605,2.800000
gen861,3.177000,10128,1532.967134,2.800000
gen862,3.150000,10272,1447.155151,2.800000
gen863,3.171000,10972,1458.672932,2.000000
gen864,2.890000,12477,1495.579275,1.200000
gen865,3.009000,11688,1457.785347,1.200000
gen866,3.039000,12270,1423.207004,1.200000
gen867,2.981000,12282,1487.343943,1.200000
gen868,2.984000,11800,1489.937389,1.200000
gen869,3.113000,12107,1459.030756,1.200000
gen870,3.157000,11769,1430.766029,1.200000
gen871,3.043000,11655,1462.107025,1.200000
gen872,3.083000,11933,1493.983171,1.200000
gen873,3.039000,11352,1489.944977,1.200000
gen874,3.082000,11297,1453.257278,1.200000
gen875,3.142000,10718,1451.387318,2.000000
gen876,2.980000,11745,1526.769626,1.200000
gen877,3.253000,10711,1458.482729,2.800000
gen878,3.088000,11761,1486.398858,1.200000
gen879,3.103000,12027,1483.053413,1.200000
gen880,3.053000,12118,1376.973389,1.200000
gen881,3.065000,11971,1473.571751,1.200000
gen882,3.116000,11708,1445.677886,1.200000
gen883,3.138000,12271,1422.569170,1.200000
gen884,3.145000,11766,1459.212047,1.200000
gen885,3.115000,11840,1442.013930,1.200000
gen886,3.178000,11658,1454.993098,2.800000
gen887,3.054000,12012,1463.116648,1.200000
gen888,3.227000,11594,1453.526739,2.800000
gen889,3.192000,11263,1430.589607,2.000000
gen890,3.239000,11580,1470.337208,2.800000
gen891,3.094000,11092,1492.008579,1.200000
gen892,3.127000,11385,1465.741262,1.200000
gen893,3.175000,12278,1411.381678,1.200000
gen894,3.148000,12175,1427.049416,2.000000
gen895,3.220000,11606,1420.284162,2.800000
gen896,3.260000,11209,1419.218664,2.800000
gen897,3.093000,11405,1515.417502,1.200000
gen898,3.168000,12393,1427.852300,1.200000
gen899,3.237000,11929,1419.462039,2.800000
gen900,3.182000,12025,1436.429854,2.000000
gen901,3.186000,11785,1462.767523,2.000000
gen902,3.185000,11866,1406.356221,2.800000
gen903,3.311000,11696,1382.836244,2.800000
gen904,3.204000,11294,1468.342710,2.800000
gen905,3.312000,12243,1412.812478,2.800000
gen906,3.467000,11351,1364.915272,2.800000
gen907,3.450000,11375,1393.615418,2.800000
gen908,3.210000,12274,1423.784887,2.800000
gen909,3.167000,12285,1456.375007,1.200000
gen910,3.189000,11855,1452.953365,2.800000
gen911,3.192000,11680,1452.314699,2.000000
gen912,3.131000,12188,1407.473303,1.200000
gen913,3.225000,11815,1404.111695,2.800000
gen914,3.240000,11326,1443.983508,2.800000
gen915,3.226000,11551,1381.793362,2.800000
gen916,3.308000,11236,1437.906766,2.800000
gen917,3.340000,11304,1388.710814,2.800000
gen918,3.305000,10936,1445.377333,2.800000
gen919,3.153000,11326,1429.742621,1.200000
gen920,3.080000,11552,1506.318999,1.200000
gen921,3.042000,12338,1469.495443,1.200000
gen922,3.150000,11849,1492.644978,1.200000
gen923,3.291000,11058,1432.840983,2.800000
gen924,3.120000,11827,1466.947533,1.200000
gen925,3.094000,11307,1461.068625,1.200000
gen926,3.261000,11450,1480.957042,2.800000
gen927,3.154000,11696,1448.301237,1.200000
gen928,3.157000,12184,1443.142778,2.000000
gen929,3.185000,11450,1428.217608,2.000000
gen930,3.215000,11101,1474.377680,2.800000
gen931,3.199000,11884,1427.804563,2.000000
gen932,3.192000,11109,1500.433589,2.000000
gen933,3.116000,12196,1466.444037,1.200000
gen934,3.139000,11042,1471.003151,1.200000
gen935,3.481000,11029,1417.894369,2.800000
gen936,3.413000,10839,1464.281976,2.800000
gen937,3.582000,10834,1430.094613,2.800000
gen938,3.806000,10027,1405.045745,2.800000
gen939,4.318000,8771,1411.200117,2.700000
gen940,3.456000,10863,1484.404961,2.700000
gen941,3.170000,10606,1526.346263,1.200000
gen942,3.884000,9839,1412.748840,2.800000
gen943,3.661000,9340,1479.658943,2.800000
gen944,3.747000,9289,1470.203332,2.800000
gen945,3.494000,10785,1411.157752,2.800000
gen946,3.455000,10013,1509.544022,2.800000
gen947,3.399000,10658,1467.972715,2.800000
gen948,3.692000,9974,1439.618635,2.800000
gen949,3.997000,9154,1356.386660,2.800000
gen950,3.384000,11139,1442.320107,2.800000
gen951,3.116000,11629,1499.232018,1.200000
gen952,3.447000,10424,1447.146592,2.800000
gen953,3.191000,9824,1543.442434,1.200000
gen954,3.399000,10877,1459.021563,2.800000
gen955,3.315000,11273,1471.159411,2.800000
gen956,3.932000,9206,1467.178726,2.800000
gen957,3.796000,9544,1497.000457,2.700000
gen958,3.501000,11005,1417.855743,2.800000
gen959,3.393000,10802,1441.503490,2.800000
gen960,3.422000,10335,1467.499453,2.800000
gen961,3.735000,10740,1402.145717,2.800000
gen962,3.341000,10811,1465.741867,2.800000
gen963,3.820000,9952,1406.471678,2.800000
gen964,3.197000,10823,1469.491352,2.000000
gen965,3.240000,11384,1388.473159,2.800000
gen966,3.188000,11951,1447.756999,1.200000
gen967,3.252000,10896,1482.697441,2.800000
gen968,3.532000,11369,1407.811877,2.800000
gen969,3.177000,12017,1420.239640,2.800000
gen970,3.508000,10327,1462.730557,2.800000
gen971,3.511000,10708,1419.654627,2.800000
gen972,3.306000,10820,1502.111390,2.800000
gen973,3.148000,11933,1455.912724,1.200000
gen974,3.904000,10107,1314.524572,2.800000
gen975,3.282000,10786,1439.815687,2.800000
gen976,3.300000,10542,1444.647984,2.800000
gen977,3.463000,10901,1421.663593,2.800000
gen978,3.599000,10381,1366.308759,2.800000
gen979,3.660000,10647,1429.925893,2.800000
gen980,3.274000,11515,1443.629627,2.800000
gen981,3.599000,10083,1404.881066,2.800000
gen982,3.363000,10626,1459.670997,2.800000
gen983,3.349000,10599,1488.719045,2.800000
gen984,3.171000,11175,1444.764571,1.200000
gen985,3.423000,11222,1413.556890,2.800000
gen986,3.520000,10660,1389.741962,2.800000
gen987,3.306000,10932,1431.017881,2.800000
gen988,3.297000,10299,1420.030704,2.800000
gen989,3.490000,10262,1414.440754,2.800000
gen990,3.437000,10758,1453.656448,2.800000
gen991,3.283000,10626,1458.142598,2.800000
gen992,3.371000,10542,1433.199841,2.800000
gen993,3.323000,10489,1465.507369,2.800000
gen994,3.905000,9850,1349.002660,2.800000
gen995,3.172000,11353,1422.665092,1.200000
gen996,3.152000,11092,1454.889689,1.200000
gen997,4.004000,9839,1285.958775,2.800000
gen998,3.100000,10889,1446.576238,1.200000
gen999,3.966000,9374,1373.570726,2.800000
gen1000,3.527000,9944,1419.199648,2.800000
gen1001,3.770000,9692,1377.240217,2.800000
gen1002,3.184000,10855,1455.144883,2.800000
gen1003,3.147000,10289,1514.730892,1.200000
gen1004,3.200000,10345,1473.793273,2.000000
gen1005,3.163000,10771,1451.104902,1.200000
gen1006,3.285000,11526,1380.242171,2.800000
gen1007,3.338000,10946,1463.519712,2.800000
gen1008,3.243000,11171,1374.535189,2.800000
gen1009,3.253000,11863,1400.979880,2.800000
gen1010,3.470000,10623,1427.629058,2.800000
gen1011,3.414000,11485,1441.603335,2.800000
gen1012,3.169000,11411,1448.820518,1.200000
gen1013,3.475000,11483,1406.421417,2.800000
gen1014,3.588000,9908,1384.576777,2.800000
gen1015,3.168000,10913,1419.099993,2.000000
gen1016,3.045000,11976,1443.399187,1.200000
gen1017,3.234000,11678,1469.483372,2.800000
gen1018,3.341000,10527,1499.937273,2.800000
gen1019,3.429000,11073,1426.398961,2.800000
gen1020,3.185000,10751,1433.262041,2.800000
gen1021,3.323000,10375,1464.887500,2.800000
gen1022,3.225000,10669,1418.310237,2.800000
gen1023,3.470000,10778,1447.936767,2.800000
gen1024,3.710000,9905,1456.536261,2.800000
gen1025,3.444000,10660,1416.180071,2.800000
gen1026,3.718000,10910,1353.234959,2.800000
gen1027,3.266000,10415,1405.432527,2.800000
gen1028,3.614000,10896,1373.604363,2.800000
gen1029,3.307000,10880,1407.957901,2.800000
gen1030,3.310000,11462,1452.761911,2.800000
gen1031,3.655000,10311,1412.820983,2.800000
gen1032,3.118000,10710,1458.856398,1.200000
gen1033,3.577000,9882,1463.076551,2.800000
gen1034,3.114000,10260,1490.385126,1.200000
gen1035,3.418000,9999,1434.915778,2.800000
gen1036,3.247000,10869,1447.041739,2.800000
gen1037,3.426000,10264,1427.143794,2.800000
gen1038,3.319000,10499,1417.357287,2.800000
gen1039,3.271000,10180,1489.365510,2.800000
gen1040,4.170000,9435,1295.594741,2.800000
gen1041,3.644000,10097,1417.379209,2.800000
gen1042,3.392000,10150,1437.826358,2.800000
gen1043,3.799000,10110,1406.257644,2.800000
gen1044,3.990000,9776,1418.960749,2.800000
gen1045,3.794000,9983,1354.911345,2.800000
gen1046,3.313000,10306,1468.132653,2.800000
gen1047,4.106000,8883,1343.960677,2.800000
gen1048,4.131000,9225,1351.222475,2.800000
gen1049,4.124000,8738,1437.551745,2.800000
gen1050,3.728000,8972,1470.765880,2.800000
gen1051,4.161000,9322,1332.966872,2.800000
gen1052,3.928000,9554,1399.254412,2.800000
gen1053,3.228000,10786,1449.915812,2.800000
gen1054,3.866000,9682,1417.223120,2.800000
gen1055,3.809000,9126,1396.639711,2.800000
gen1056,3.271000,10205,1445.299898,2.800000
gen1057,3.341000,10223,1490.900713,2.800000
gen1058,3.693000,9818,1459.685996,2.800000
gen1059,3.868000,9162,1359.894884,2.800000
gen1060,3.453000,10366,1471.481369,2.800000
gen1061,4.016000,9144,1382.503585,2.800000
gen1062,3.529000,9905,1454.525870,2.800000
gen1063,3.883000,9326,1398.341298,2.800000
gen1064,3.473000,9734,1414.094009,2.800000
gen1065,3.415000,10092,1446.782280,2.800000
gen1066,4.236000,8087,1439.420425,2.800000
gen1067,3.194000,10726,1449.154095,2.800000
gen1068,4.292000,7890,1362.160573,2.800000
gen1069,3.972000,8644,1395.727063,2.800000
gen1070,3.595000,9849,1436.291806,2.800000
gen1071,3.570000,9360,1352.983993,2.800000
gen1072,3.365000,10227,1438.167156,2.800000
gen1073,3.680000,9152,1429.015788,2.800000
gen1074,3.730000,8631,1395.397769,2.800000
gen1075,4.005000,7827,1465.059258,2.800000
gen1076,3.344000,8281,1488.748167,2.800000
gen1077,4.447000,7537,1357.830601,2.800000
gen1078,3.797000,8681,1399.160518,2.800000
gen1079,4.155000,7831,1351.935075,2.800000
gen1080,3.741000,8539,1461.659858,2.800000
gen1081,3.561000,8628,1455.928181,2.800000
gen1082,3.411000,8193,1444.564537,2.800000
gen1083,4.112000,7416,1398.160775,2.800000
gen1084,3.749000,8185,1499.869497,2.700000
gen1085,3.871000,8470,1499.025930,2.700000
gen1086,3.484000,9445,1491.754057,2.800000
gen1087,3.796000,8889,1472.302277,2.700000
gen1088,3.742000,8937,1453.407593,2.800000
gen1089,3.871000,9466,1450.869113,2.800000
gen1090,3.487000,8828,1455.848916,2.800000
gen1091,3.360000,9475,1452.731444,2.800000
gen1092,3.458000,9008,1450.676056,2.800000
gen1093,3.371000,9454,1476.186355,2.800000
gen1094,3.514000,9031,1504.775745,2.800000
gen1095,3.370000,9747,1428.711112,2.800000
gen1096,3.387000,9176,1458.599043,2.800000
