gens,average_placement,hands_won,mean_money,fitness
gen0,10.31,0.47,7.15975,0.616253,0,0,0
gen1,10.11,0.63,17.4133,0.62985,1.06769,1.04634,2.58879
gen2,10.16,0.74,20.0216,0.631355,0.952381,0.888889,2.44213
gen3,10.73,0.86,30.9014,0.629655,2.43032,2.18506,6.65648
gen4,13.14,0.59,43.0055,0.590663,3.93742,3.57236,9.93049
gen5,22.32,3.21,75.4817,0.43595,63.5926,63.0313,77.6549
gen6,10.51,0.63,30.7691,0.633665,1.83206,1.67939,5.39791
gen7,14.18,2.21,74.6669,0.600525,12.7425,12.4819,28.401
gen8,9.7,0.82,18.3634,0.639432,1.44231,1.29599,3.82536
gen9,24.53,4.25,87.0398,0.402752,94.7984,94.2783,91.4229
gen10,9.32,0.75,12.7393,0.642049,0.330374,0.309725,0.961338
gen11,10.61,0.93,20.5053,0.622877,1.46404,1.33673,4.50621
gen12,20.91,2.45,89.3952,0.476129,57.6558,57.339,70.7584
gen13,9.93,0.66,11.3902,0.628172,0.355351,0.313545,0.870488
gen14,17.56,0.91,75.9849,0.530211,20.3033,19.6184,38.6271
gen15,10.28,0.62,18.4078,0.627241,0.896394,0.708776,2.15031
gen16,11.98,0.88,49.1184,0.620443,4.59658,4.40098,12.1606
gen17,10.01,0.64,10.8556,0.626016,0.351676,0.330989,0.632644
gen18,28.81,4.15,68.5726,0.298171,98.3146,97.0506,92.7175
gen19,10.2,0.63,25.2615,0.635067,0.626436,0.52203,2.17892
gen20,18.55,2.71,95.3395,0.530322,41.8426,41.2668,61.9301
gen21,10.06,0.67,21.1369,0.634294,1.10164,0.893785,3.15549
gen22,23.5,3.92,87.1536,0.423433,75.8112,75.3196,82.9491
gen23,10.14,0.61,21.9682,0.633301,0.766522,0.704371,2.45902
gen24,9.44,1.3,44.8177,0.669374,2.19255,2.07295,8.0967
gen25,10.56,0.61,30.2914,0.632176,1.16424,1.0395,3.76344
gen26,10.74,1.03,31.0576,0.629874,2.93473,2.78143,7.48299
gen27,9.77,0.79,31.9904,0.650211,1.44867,1.42767,5.08895
gen28,11.58,0.99,60.0764,0.638693,2.18881,2.05616,7.25824
gen29,24.96,3.69,98.8658,0.403642,92.5033,91.834,89.2396
gen30,10.91,0.96,22.4562,0.618529,2.47934,2.32298,6.41781
gen31,19.68,4.2,83.328,0.498816,71.6083,70.6199,81.1817
gen32,9.85,0.63,22.0319,0.63934,1.14274,0.893414,2.44106
gen33,9.57,1.24,53.0251,0.673994,2.38237,2.18384,6.98622
gen34,10.35,1.37,36.6397,0.643464,2.54399,2.41679,7.74154
gen35,11,0.84,50.5051,0.641726,2.23464,2.12291,7.35135
gen36,10.77,0.97,70.2917,0.664469,3.37911,3.18291,10.0705
gen37,9.48,0.63,23.7476,0.648474,0.689795,0.669507,2.67315
gen38,8.95,1.06,41.9998,0.67649,1.49224,1.41265,5.26728
gen39,9.94,1.31,41.0324,0.655728,2.50994,2.48902,7.67057
gen40,12.03,1.4,101.014,0.666989,6.1043,5.98414,17.9734
gen41,12.28,1.92,66.369,0.631547,6.12722,5.84659,16.1249
gen42,10.83,0.95,45.2739,0.640689,2.68073,2.54889,8.63445
gen43,10.25,1.02,40.2461,0.648178,2.64047,2.51373,8.14213
gen44,10.04,1.62,77.0949,0.686649,3.87922,3.57928,10.7109
gen45,10.46,1.18,44.9409,0.648362,2.48936,2.3617,7.92079
gen46,10.09,1.19,41.0115,0.652432,1.9107,1.74455,5.78699
gen47,9.77,1.15,52.5721,0.669334,3.04853,2.94484,9.39677
gen48,11.44,1.09,78.3817,0.658206,3.73626,3.53846,10.292
gen49,9.36,1,42.4694,0.668402,2.83442,2.56933,8.28426
gen50,10.34,0.91,46.0924,0.65141,1.97095,1.86722,6.80989
gen51,9.35,1.18,33.8948,0.66119,1.9099,1.8061,7.39183
gen52,9.08,1.62,73.1038,0.70275,3.20016,3.14197,10.7328
gen53,11.9,0.7,45.2835,0.618332,2.39356,2.27848,8.31312
gen54,9.5,0.89,41.8855,0.664821,1.20902,1.14754,5.24291
gen55,9.17,1.32,80.8276,0.707355,2.37178,2.22988,8.50939
gen56,9.49,1.22,59.7683,0.681671,2.2343,2.13366,8.20403
gen57,10.93,1.06,57.9777,0.650254,2.3512,2.28765,8.13456
gen58,11.96,0.97,99.9632,0.666763,3.73377,3.45547,12.0731
gen59,9.92,1.01,68.5877,0.680438,2.20737,2.08586,7.4359
gen60,9.78,0.77,33.9345,0.651722,1.53594,1.39259,4.98788
gen61,10.83,1,86.9704,0.678299,3.33117,3.0716,10.2289
gen62,9.52,1.22,30.8519,0.655031,1.9917,1.86722,6.90909
gen63,9.7,0.96,59.4297,0.676625,2.58038,2.47798,7.90716
gen64,9.92,1.1,35.5704,0.650872,2.39323,2.10439,7.29398
gen65,8.32,0.66,29.2495,0.677271,0.674114,0.616333,3.21285
gen66,9.73,1.2,47.4236,0.665604,1.89378,1.81145,6.49194
gen67,11,1.96,98.3597,0.686662,5.49402,5.29464,15.5288
gen68,9.14,1.14,42.4046,0.67309,2.11577,1.99601,7.15667
gen69,9.76,1.12,53.1076,0.669971,2.53807,2.45685,7.51331
gen70,9.03,1.71,106.4,0.733892,3.5673,3.4516,11.1375
gen71,10.79,1.66,96.2704,0.68859,4.51781,4.36577,13.827
gen72,10.99,1.2,65.6456,0.656158,4.5434,4.24955,10.6479
gen73,9.68,0.71,26.1234,0.646643,1.64716,1.51712,6.00126
gen74,9.15,0.98,58.7613,0.687339,1.96476,1.78246,6.16696
